13,18,13,4,2,22,17,14,19,13,18,5,5,11,11,1,16,5,11,4,14,7,8,7,7,9,24,24,21,21,27,27,27,26,26,26,26,23,23,23,20,0,16,2,9,4,6,14,27,20,20,20,18,3,10,3,3,10,13,0,9,17,17,2
18,5,18,14,2,22,17,7,12,13,5,5,5,11,11,17,8,5,11,4,14,7,7,7,1,17,22,24,21,25,25,21,25,27,26,26,26,27,26,23,23,26,17,9,1,8,2,26,23,23,23,20,5,3,3,3,10,6,8,9,17,2,2,2
5,5,5,14,2,24,22,7,12,13,5,5,5,11,11,22,7,5,11,11,14,14,7,0,9,1,22,24,24,21,24,21,25,25,27,27,25,27,26,26,26,26,25,2,24,27,26,23,23,23,20,20,12,3,3,3,10,5,1,2,17,2,2,9
5,18,5,14,17,24,24,7,12,13,18,5,5,5,4,21,16,11,11,4,14,7,0,0,0,9,2,22,24,22,24,21,24,21,25,21,25,27,25,25,25,21,27,27,26,23,23,26,23,26,23,27,6,3,3,3,12,0,9,17,17,2,2,2
18,18,18,14,17,24,22,7,12,13,5,18,5,5,4,21,9,7,11,11,14,16,16,16,1,1,9,17,22,24,24,24,24,22,24,21,25,21,21,24,24,25,27,26,26,26,26,23,26,24,27,0,3,10,3,6,4,9,17,17,17,2,2,2
18,18,18,7,17,24,22,8,12,13,18,18,5,18,4,25,2,16,11,4,8,8,8,0,0,0,1,2,17,17,2,17,17,22,22,24,24,22,22,21,25,26,26,26,26,26,23,23,24,2,24,13,3,3,3,13,1,9,17,2,2,2,2,2
18,18,5,7,17,24,24,8,12,13,18,18,5,18,4,27,22,1,14,14,8,7,16,16,16,0,1,16,7,7,0,16,1,9,1,16,0,17,21,27,26,27,26,26,23,23,23,25,8,8,17,6,3,10,6,7,9,2,2,2,2,2,2,2
5,5,5,8,22,24,24,8,12,13,18,5,5,18,4,26,21,0,7,4,14,8,8,8,8,16,8,14,11,13,8,11,18,13,15,15,8,21,27,26,26,27,26,26,23,27,9,4,11,17,5,3,3,3,12,0,2,17,17,2,2,9,9,9
5,5,5,8,17,24,24,8,12,13,18,5,5,18,5,25,25,16,8,4,8,8,7,8,16,7,4,5,12,19,18,12,12,15,6,4,24,27,27,27,27,26,26,27,17,4,11,8,22,5,3,3,3,6,4,9,17,17,17,2,2,2,2,9
11,5,5,7,17,24,24,8,12,13,18,5,18,5,18,17,26,2,7,7,7,14,7,7,14,11,12,15,10,19,19,12,15,12,8,24,25,25,25,25,27,27,1,4,14,1,22,24,5,3,10,3,3,19,0,2,22,22,17,17,2,2,9,9
11,5,5,7,17,24,24,8,12,13,18,18,18,5,5,14,27,24,7,7,14,7,7,14,13,19,6,15,6,15,6,19,13,14,21,27,25,21,21,25,27,24,18,5,14,2,17,13,3,10,10,3,10,5,0,22,22,22,17,17,17,2,2,9
11,5,18,4,17,24,24,8,12,12,18,18,5,5,11,5,24,25,7,4,14,7,4,13,15,19,6,19,6,10,10,19,11,2,25,21,21,24,21,27,26,27,7,12,11,0,12,3,10,6,3,3,15,14,1,22,22,22,17,17,17,2,2,9
11,5,18,4,17,24,24,16,12,13,18,5,5,11,4,11,22,22,4,4,14,14,12,6,3,15,15,15,12,3,15,4,0,21,25,22,24,24,27,26,26,23,1,15,12,16,15,3,10,6,3,3,13,16,9,17,22,17,22,17,17,2,2,9
11,5,18,4,17,24,24,16,12,13,5,5,5,11,4,4,0,9,4,7,4,19,6,6,10,10,6,19,19,6,7,22,17,21,21,22,22,21,26,26,23,20,24,19,6,7,15,10,6,6,3,10,4,1,2,9,9,9,2,17,17,2,2,9
5,5,18,4,17,24,24,16,12,13,5,5,5,11,4,4,7,8,7,14,12,6,10,6,6,10,6,15,15,4,2,21,24,24,22,17,24,25,26,26,23,20,27,18,3,4,19,10,6,10,3,19,16,2,17,17,2,9,1,1,1,9,9,9
5,5,18,4,17,21,24,16,12,13,5,5,11,11,4,7,4,11,8,18,15,15,10,15,10,10,15,6,13,9,24,21,21,16,8,1,24,21,27,26,26,23,25,18,3,5,13,6,6,10,10,5,0,17,17,17,22,17,9,9,1,0,0,0
5,5,18,4,17,21,24,16,12,13,5,5,5,11,14,0,11,13,5,19,19,19,6,6,10,10,6,19,1,25,21,22,8,14,11,18,8,22,21,27,25,1,11,12,3,13,5,6,6,10,6,14,1,17,2,2,2,17,9,9,2,9,0,16
5,18,13,11,17,21,24,0,12,13,5,5,18,7,1,9,7,19,15,12,12,6,6,10,15,10,10,7,21,26,9,12,6,15,12,12,14,1,21,27,14,19,15,6,3,13,11,6,10,3,19,16,9,2,9,9,2,2,9,9,9,1,0,16
18,18,12,5,17,21,21,16,12,13,5,5,12,8,22,7,15,15,15,19,18,10,10,6,3,3,12,2,27,24,11,15,19,5,24,4,4,16,25,24,12,5,11,3,3,13,4,15,10,3,18,1,2,2,9,9,9,9,9,1,1,16,16,0
5,18,12,5,17,21,21,0,13,5,11,18,5,16,8,19,12,15,15,13,11,15,3,3,3,10,8,21,24,8,16,7,14,16,22,1,7,8,25,24,8,8,18,6,10,12,14,15,3,6,4,9,2,9,9,9,9,9,1,0,16,1,22,21
18,13,19,18,2,21,21,0,13,18,11,7,8,13,6,15,5,15,15,13,11,19,3,3,3,5,22,24,4,8,9,2,9,9,17,9,16,8,21,26,9,8,11,19,10,12,8,6,3,15,8,9,9,9,9,9,1,1,0,16,22,27,27,27
13,12,15,13,2,21,21,0,13,18,14,7,11,19,15,5,13,10,6,13,13,13,10,3,15,0,21,5,11,8,9,22,24,21,24,2,0,8,24,26,22,0,7,12,10,19,8,6,3,13,0,2,9,9,9,1,1,0,16,22,26,26,27,27
19,19,15,13,2,21,21,0,13,18,4,11,13,12,19,5,19,3,3,6,6,11,19,3,5,24,4,15,4,8,1,17,21,21,24,9,0,8,22,23,22,0,7,19,10,15,8,15,10,11,9,2,9,9,1,1,0,16,9,27,26,26,26,23
19,19,6,12,9,24,24,0,13,11,7,18,5,12,12,11,12,10,3,15,12,14,12,6,0,9,10,15,4,8,0,2,22,24,22,0,8,7,9,23,22,0,14,6,6,6,8,19,6,8,2,2,9,9,1,0,0,0,21,26,26,23,23,23
12,19,10,12,9,21,21,0,13,11,4,13,13,12,12,11,12,10,3,19,5,19,10,11,9,19,3,19,11,8,16,1,2,17,2,16,8,7,1,26,17,0,11,10,6,10,7,13,19,0,2,9,9,9,1,1,16,2,27,26,23,23,23,23
12,19,15,18,2,24,21,1,13,18,11,12,13,12,12,5,11,6,6,10,19,10,12,22,4,3,10,13,11,7,16,1,9,2,2,16,14,4,8,21,9,8,19,3,15,10,4,5,5,9,2,9,9,1,1,0,16,24,26,26,23,23,20,23
19,19,15,4,17,24,21,1,13,18,11,19,12,19,19,5,4,19,13,6,12,14,14,7,6,10,6,18,4,7,16,0,1,9,2,9,0,9,24,21,1,4,10,10,19,10,18,4,14,9,9,9,1,1,1,0,0,25,26,23,23,23,20,23
19,15,15,4,17,24,21,1,13,5,4,12,12,6,15,12,18,4,19,19,16,1,11,15,3,6,6,18,4,7,16,0,0,1,9,1,9,25,27,21,0,12,3,6,19,6,12,7,16,9,9,1,1,1,1,16,1,27,23,23,20,23,20,20
6,15,15,4,17,21,21,1,18,11,11,19,15,15,13,13,12,5,18,9,22,14,12,10,10,6,6,12,11,7,8,16,0,7,7,8,8,0,1,16,14,6,3,6,19,6,19,8,1,9,9,9,1,1,0,16,1,26,23,20,23,20,20,20
6,6,15,4,17,21,21,9,11,5,11,15,6,15,5,18,18,13,7,17,1,11,10,3,10,6,6,19,18,14,7,8,0,8,14,14,16,9,1,16,13,3,3,6,19,15,15,0,9,2,9,9,1,1,1,16,9,23,20,20,20,20,20,20
10,10,19,4,17,21,21,1,13,11,13,19,6,19,4,5,18,4,7,2,16,15,10,10,10,6,6,15,19,5,4,7,16,0,8,8,8,0,1,4,10,3,10,6,19,15,19,1,9,2,9,9,9,1,0,8,2,20,20,20,20,20,23,23
3,10,12,4,2,21,21,1,13,5,12,15,6,15,11,4,11,11,11,1,12,3,10,10,10,10,6,6,15,12,5,7,16,0,0,9,2,2,0,19,3,10,10,15,12,19,19,1,9,2,9,9,9,1,0,7,17,20,20,20,20,23,20,20
3,3,19,4,2,21,21,1,12,13,15,15,6,6,5,13,4,14,14,18,10,10,6,10,10,10,10,6,6,6,15,5,14,16,1,17,22,22,7,6,10,6,10,15,13,19,19,1,1,9,9,9,1,0,16,7,24,20,20,20,20,23,27,2
3,3,15,11,2,24,21,1,4,18,15,15,6,10,11,13,18,4,8,4,19,10,15,10,10,10,10,6,6,15,12,5,4,8,0,2,17,17,0,13,6,10,10,19,13,12,12,0,7,7,8,16,0,0,16,7,25,20,20,23,26,1,12,6
12,6,6,13,1,24,24,2,11,12,10,15,6,15,13,11,5,11,11,4,14,15,6,6,10,3,10,10,6,15,11,7,8,16,0,1,1,24,27,27,9,13,3,15,12,19,13,16,7,14,4,11,4,4,4,14,27,23,23,26,1,15,6,19
8,11,19,15,0,24,24,9,14,15,3,19,19,12,15,13,18,13,4,7,5,13,6,6,10,10,10,6,15,15,11,14,7,16,0,0,9,24,27,26,23,26,8,15,19,19,13,0,0,16,8,14,4,5,11,11,27,20,23,0,19,19,12,13
8,1,11,15,0,24,24,17,7,10,3,15,15,15,15,19,19,12,11,8,11,11,15,10,6,10,6,6,12,15,11,14,8,16,0,0,2,24,21,27,26,23,20,0,15,15,13,1,1,0,0,16,8,14,14,16,23,20,25,13,12,18,5,13
12,9,16,19,0,21,21,2,11,3,10,10,6,19,10,15,19,12,18,7,7,18,13,10,6,10,6,6,18,19,5,8,16,0,0,1,2,22,24,25,27,23,20,20,11,3,13,1,1,0,0,16,8,7,16,22,20,20,1,12,18,11,18,5
10,0,1,15,0,21,21,2,5,3,10,3,15,19,10,6,15,13,13,4,14,13,5,10,6,10,10,6,5,19,5,8,16,16,0,1,9,17,24,21,27,26,23,20,21,10,18,1,1,0,0,16,8,8,24,23,20,26,4,13,11,5,18,5
3,8,1,15,0,21,21,2,13,3,3,3,12,15,10,3,10,19,13,4,7,7,18,6,6,10,10,12,4,12,11,8,16,16,16,0,1,2,22,21,25,26,23,20,20,12,5,1,1,0,16,8,7,1,23,20,20,22,5,5,11,18,5,18
3,7,9,19,16,21,21,2,13,3,3,10,15,15,10,3,10,15,12,7,11,18,12,12,19,10,6,5,14,12,4,8,16,16,16,0,1,9,17,24,25,26,23,20,20,8,4,1,0,0,0,8,7,17,20,20,26,8,5,5,5,18,5,13
3,4,2,12,16,21,21,17,18,3,10,10,10,6,10,10,6,15,12,4,5,13,6,6,15,10,19,4,4,13,7,16,0,16,16,16,0,9,2,22,21,27,26,23,20,21,8,0,0,0,0,16,8,9,27,20,25,4,5,18,13,5,18,13
3,5,2,13,8,21,21,2,5,10,10,10,6,6,10,10,6,19,12,19,12,11,6,3,3,10,13,14,5,18,8,0,0,0,16,16,0,1,9,17,24,25,26,23,20,23,8,5,4,7,16,16,1,0,22,20,17,5,13,12,18,18,18,12
3,18,22,5,8,24,21,2,5,10,3,10,6,6,6,3,10,19,11,12,12,15,3,3,3,15,11,4,19,4,16,0,0,0,16,16,0,1,9,17,22,25,26,23,20,20,16,12,12,12,12,18,16,2,25,26,4,19,12,13,18,18,13,15
15,11,24,4,7,24,21,9,18,10,3,10,10,6,6,3,3,10,13,14,18,10,3,3,10,13,4,19,18,8,16,16,0,0,0,16,16,0,1,2,22,21,27,26,23,20,24,5,5,12,15,3,14,25,26,9,15,19,13,18,12,5,13,6
13,7,24,7,8,24,25,9,13,3,3,10,10,6,15,6,6,6,15,5,12,3,3,3,19,13,19,12,14,8,16,0,0,0,0,0,0,0,0,9,17,24,25,26,23,20,26,11,5,5,12,15,8,26,1,19,15,12,18,19,13,5,12,15
19,11,22,8,8,24,25,9,19,3,10,6,10,15,15,12,15,15,19,5,19,3,3,3,15,12,5,14,7,8,16,16,0,0,1,0,0,0,0,1,2,22,21,27,26,20,23,14,18,11,5,5,14,16,13,19,12,18,12,19,11,5,15,6
10,13,24,2,8,24,25,0,6,3,10,6,6,15,15,18,19,15,19,12,12,3,3,19,5,4,7,7,8,8,16,16,0,0,1,1,1,1,1,1,2,22,24,25,26,23,20,1,13,11,4,4,4,5,5,13,13,12,19,5,4,12,6,6
3,19,25,21,16,24,25,16,6,10,6,15,15,12,15,12,12,19,15,15,12,15,15,18,4,14,7,7,8,8,16,16,16,0,0,1,1,1,1,9,2,22,24,21,27,23,20,24,13,5,4,14,14,7,11,13,12,12,18,14,18,6,6,12
